"",brand,year,selling_price,km_driven,fuel,seller_type,transmission,owner,mileage,engine,max_power,seats
3161,Tata,2017,1300000,40000,Diesel,Individual,Automatic,1,17.600,2179.000,153.860,7.000
3162,Tata,2017,1445000,60000,Diesel,Individual,Automatic,1,17.600,2179.000,153.860,7.000
3163,Hyundai,2008,275000,98000,Petrol,Individual,Manual,3,20.360,1197.000,78.900,5.000
3164,Hyundai,2008,215000,70000,Petrol,Individual,Manual,2,20.360,1197.000,78.900,5.000
3165,Hyundai,2012,300000,41000,Petrol,Individual,Manual,2,20.360,1197.000,78.900,5.000
3166,Hyundai,2012,350000,25000,Petrol,Individual,Manual,1,20.360,1197.000,78.900,5.000
3167,Hyundai,2008,220000,120000,Petrol,Individual,Automatic,2,19.200,1197.000,80.000,5.000
3168,Hyundai,2008,135000,80000,Petrol,Individual,Manual,2,19.810,1086.000,68.050,5.000
3169,Hyundai,2010,210000,20000,Petrol,Individual,Manual,1,19.810,1086.000,68.050,5.000
3170,Hyundai,2009,229999,50000,Petrol,Individual,Manual,2,19.810,1086.000,68.050,5.000
3171,Hyundai,2007,135000,100000,Petrol,Individual,Manual,2,19.810,1086.000,68.050,5.000
3172,Hyundai,2008,165000,90000,Petrol,Individual,Manual,1,19.810,1086.000,68.050,5.000
3173,Hyundai,2011,210000,110000,Petrol,Individual,Manual,2,19.810,1086.000,68.050,5.000
3174,Hyundai,2011,225000,50000,Petrol,Individual,Manual,1,19.810,1086.000,68.050,5.000
3175,Hyundai,2008,170000,70000,Petrol,Individual,Manual,3,19.810,1086.000,68.050,5.000
3176,Hyundai,2008,130000,30000,Petrol,Individual,Manual,2,19.810,1086.000,68.050,5.000
3177,Hyundai,2011,206000,100000,Petrol,Individual,Manual,1,19.810,1086.000,68.050,5.000
3178,Hyundai,2011,165000,97000,Petrol,Individual,Manual,3,19.810,1086.000,68.050,5.000
3179,Hyundai,2011,160000,60000,Petrol,Individual,Manual,1,19.810,1086.000,68.050,5.000
3180,Hyundai,2007,190000,70000,Petrol,Individual,Manual,2,19.810,1086.000,68.050,5.000
3181,Hyundai,2013,245000,110000,Petrol,Individual,Manual,2,19.810,1086.000,68.050,5.000
3182,Hyundai,2010,142000,49200,Petrol,Individual,Manual,2,19.810,1086.000,68.050,5.000
3183,Hyundai,2009,160000,35000,Petrol,Individual,Manual,1,19.810,1086.000,68.050,5.000
3184,Hyundai,2008,130000,120000,Petrol,Individual,Manual,2,19.810,1086.000,68.050,5.000
3185,Hyundai,2008,200000,60000,Petrol,Individual,Manual,2,19.810,1086.000,68.050,5.000
3186,Hyundai,2012,265000,20000,Petrol,Individual,Manual,3,19.810,1086.000,68.050,5.000
3187,Hyundai,2011,300000,30000,Petrol,Individual,Manual,1,19.810,1086.000,68.050,5.000
3188,Hyundai,2012,290000,28000,Petrol,Dealer,Manual,1,19.810,1086.000,68.050,5.000
3189,Hyundai,2010,131000,80000,Petrol,Individual,Manual,3,19.810,1086.000,68.050,5.000
3190,Hyundai,2008,120000,93331,Petrol,Individual,Manual,2,19.810,1086.000,68.050,5.000
3191,Hyundai,2010,275000,80000,Petrol,Individual,Manual,1,19.810,1086.000,68.050,5.000
3192,Hyundai,2011,190000,110000,Petrol,Individual,Manual,3,20.360,1197.000,78.900,5.000
3193,Hyundai,2011,235000,60000,Petrol,Individual,Manual,2,20.360,1197.000,78.900,5.000
3194,Hyundai,2010,140000,70000,Petrol,Individual,Manual,4,20.360,1197.000,78.900,5.000
3195,Hyundai,2010,150000,106000,Petrol,Individual,Manual,3,20.360,1197.000,78.900,5.000
3196,Hyundai,2009,150000,110000,Petrol,Individual,Manual,2,20.360,1197.000,78.900,5.000
3197,Hyundai,2008,220000,35000,Petrol,Individual,Manual,1,20.360,1197.000,78.900,5.000
3198,Hyundai,2009,180000,70000,Petrol,Individual,Manual,2,20.360,1197.000,78.900,5.000
3199,Hyundai,2010,180000,70000,Petrol,Individual,Manual,2,20.360,1197.000,78.900,5.000
3200,Hyundai,2012,250000,103000,Petrol,Individual,Manual,1,20.360,1197.000,78.900,5.000
3201,Hyundai,2013,229999,39000,Petrol,Dealer,Manual,1,20.360,1197.000,78.900,5.000
3202,Hyundai,2008,200000,40000,Petrol,Individual,Manual,1,20.360,1197.000,78.900,5.000
3203,Hyundai,2013,295000,82246,Petrol,Dealer,Manual,1,20.360,1197.000,78.900,5.000
3204,Hyundai,2014,320000,80000,Petrol,Individual,Manual,2,20.360,1197.000,78.900,5.000
3206,Hyundai,2012,267000,40000,Petrol,Individual,Manual,1,20.360,1197.000,78.900,5.000
3207,Hyundai,2015,280000,55000,Petrol,Individual,Manual,1,20.360,1197.000,78.900,5.000
3208,Hyundai,2008,195000,110000,Petrol,Individual,Manual,2,20.360,1197.000,78.900,5.000
3209,Hyundai,2010,260000,60000,Petrol,Individual,Manual,1,20.360,1197.000,78.900,5.000
3210,Hyundai,2012,290000,27000,Petrol,Individual,Manual,1,20.360,1197.000,78.900,5.000
3211,Hyundai,2010,225000,50000,Petrol,Dealer,Manual,1,20.360,1197.000,78.900,5.000
3212,Hyundai,2010,170000,90000,Petrol,Individual,Manual,3,20.360,1197.000,78.900,5.000
3213,Hyundai,2009,142000,110000,Petrol,Individual,Manual,1,20.360,1197.000,78.900,5.000
3214,Hyundai,2014,225000,60000,Petrol,Individual,Manual,2,20.360,1197.000,78.900,5.000
3215,Hyundai,2011,215000,40000,Petrol,Individual,Manual,2,20.360,1197.000,78.900,5.000
3216,Hyundai,2011,262000,56389,Petrol,Dealer,Manual,1,20.360,1197.000,78.900,5.000
3218,Hyundai,2010,150000,123278,Petrol,Individual,Manual,2,20.360,1197.000,78.900,5.000
3220,Hyundai,2012,220000,67000,Petrol,Individual,Manual,2,20.360,1197.000,78.900,5.000
3221,Hyundai,2015,351000,45000,Petrol,Dealer,Manual,2,19.810,1086.000,68.050,5.000
3222,Hyundai,2008,229999,50000,Petrol,Individual,Manual,1,19.810,1086.000,68.050,5.000
3223,Hyundai,2013,310000,70000,Petrol,Individual,Manual,1,19.810,1086.000,68.050,5.000
3224,Hyundai,2011,225000,80000,Petrol,Individual,Manual,2,19.810,1086.000,68.050,5.000
3225,Hyundai,2012,225000,110000,Petrol,Individual,Manual,1,19.810,1086.000,68.050,5.000
3226,Hyundai,2017,385000,42000,Petrol,Individual,Manual,2,19.810,1086.000,68.050,5.000
3227,Hyundai,2014,300000,100000,Petrol,Individual,Manual,1,19.810,1086.000,68.050,5.000
3228,Hyundai,2016,380000,80000,Petrol,Individual,Manual,1,19.810,1086.000,68.050,5.000
3229,Hyundai,2008,180000,44391,Petrol,Individual,Manual,2,19.810,1086.000,68.050,5.000
3230,Hyundai,2010,180000,55000,Petrol,Individual,Manual,2,19.810,1086.000,68.050,5.000
3231,Hyundai,2009,160000,35000,Petrol,Individual,Manual,3,19.810,1086.000,68.050,5.000
3232,Hyundai,2010,187000,200400,Petrol,Individual,Manual,2,19.810,1086.000,68.050,5.000
3233,Hyundai,2016,420000,9750,Petrol,Individual,Manual,2,19.810,1086.000,68.050,5.000
3234,Hyundai,2008,185000,110000,Petrol,Individual,Manual,4,19.810,1086.000,68.050,5.000
3235,Hyundai,2015,287000,100000,Petrol,Individual,Manual,2,19.810,1086.000,68.050,5.000
3236,Hyundai,2008,250000,100000,Petrol,Individual,Manual,2,19.810,1086.000,68.050,5.000
3238,Hyundai,2011,270000,60000,Petrol,Individual,Manual,2,19.810,1086.000,68.050,5.000
3239,Hyundai,2012,210000,76000,Petrol,Individual,Manual,4,20.360,1197.000,78.900,5.000
3240,Hyundai,2014,275000,53000,Petrol,Individual,Manual,1,20.360,1197.000,78.900,5.000
3241,Hyundai,2012,270000,56000,Petrol,Individual,Manual,1,20.360,1197.000,78.900,5.000
3242,Hyundai,2010,180000,120000,Petrol,Individual,Manual,1,20.360,1197.000,78.900,5.000
3243,Hyundai,2011,250000,70000,Petrol,Individual,Manual,1,20.360,1197.000,78.900,5.000
3244,Hyundai,2014,351000,25000,Petrol,Individual,Manual,1,20.360,1197.000,78.900,5.000
3245,Hyundai,2012,270000,30000,Petrol,Individual,Manual,1,20.360,1197.000,78.900,5.000
3246,Hyundai,2013,375000,40000,Petrol,Individual,Manual,1,20.360,1197.000,78.900,5.000
3247,Hyundai,2011,200000,60000,Petrol,Individual,Manual,2,20.360,1197.000,78.900,5.000
3248,Hyundai,2013,325000,70000,Petrol,Individual,Manual,1,20.360,1197.000,78.900,5.000
3249,Hyundai,2008,140000,60000,Petrol,Individual,Manual,2,20.360,1197.000,78.900,5.000
3250,Hyundai,2009,215000,60000,Petrol,Dealer,Manual,1,20.360,1197.000,78.900,5.000
3251,Hyundai,2014,300000,65000,Petrol,Individual,Manual,1,20.360,1197.000,78.900,5.000
3252,Hyundai,2009,170000,100000,Petrol,Individual,Manual,1,20.360,1197.000,78.900,5.000
3253,Hyundai,2010,165000,80000,Petrol,Individual,Manual,3,20.360,1197.000,78.900,5.000
3254,Hyundai,2009,150000,80000,Petrol,Individual,Manual,2,20.360,1197.000,78.900,5.000
3255,Hyundai,2010,210000,94000,Petrol,Individual,Manual,2,20.360,1197.000,78.900,5.000
3256,Hyundai,2011,250000,50000,Petrol,Individual,Manual,1,20.360,1197.000,78.900,5.000
3257,Hyundai,2014,348000,23000,Petrol,Individual,Manual,2,20.360,1197.000,78.900,5.000
3258,Hyundai,2014,300000,30000,Petrol,Individual,Manual,2,20.360,1197.000,78.900,5.000
3259,Hyundai,2013,280000,35000,Petrol,Individual,Manual,2,20.360,1197.000,78.900,5.000
3260,Hyundai,2013,300000,30000,Petrol,Individual,Manual,2,20.360,1197.000,78.900,5.000
3261,Hyundai,2010,210000,110000,Petrol,Individual,Manual,1,20.360,1197.000,78.900,5.000
3262,Hyundai,2011,225000,80000,Petrol,Individual,Manual,2,20.360,1197.000,78.900,5.000
3263,Hyundai,2011,235000,80000,Petrol,Individual,Manual,2,20.360,1197.000,78.900,5.000
3264,Hyundai,2011,240000,80000,Petrol,Individual,Manual,1,20.360,1197.000,78.900,5.000
3265,Hyundai,2013,300000,40000,Petrol,Individual,Manual,1,20.360,1197.000,78.900,5.000
3266,Hyundai,2011,200000,91000,Petrol,Individual,Manual,2,20.360,1197.000,78.900,5.000
3267,Hyundai,2011,215000,100000,Petrol,Individual,Manual,3,20.360,1197.000,78.900,5.000
3268,Hyundai,2010,200000,70000,Petrol,Individual,Manual,2,20.360,1197.000,78.900,5.000
3269,Hyundai,2013,325000,70000,Petrol,Individual,Manual,2,20.360,1197.000,78.900,5.000
3270,Hyundai,2012,280000,65000,Petrol,Individual,Manual,1,20.360,1197.000,78.900,5.000
3271,Hyundai,2014,350000,64000,Petrol,Individual,Manual,1,20.360,1197.000,78.900,5.000
3272,Hyundai,2014,320000,15000,Petrol,Individual,Manual,1,20.360,1197.000,78.900,5.000
3273,Hyundai,2014,290000,31000,Petrol,Individual,Manual,1,20.360,1197.000,78.900,5.000
3274,Hyundai,2011,200000,80000,Petrol,Individual,Manual,1,19.810,1086.000,68.050,5.000
3275,Hyundai,2015,360000,20000,Petrol,Individual,Manual,1,19.810,1086.000,68.050,5.000
3276,Hyundai,2016,425000,15000,Petrol,Individual,Manual,1,19.810,1086.000,68.050,5.000
3277,Hyundai,2015,310000,50000,Petrol,Individual,Manual,1,19.810,1086.000,68.050,5.000
3278,Hyundai,2010,200000,70000,Petrol,Individual,Manual,2,19.810,1086.000,68.050,5.000
3279,Hyundai,2008,180000,100000,Petrol,Individual,Manual,3,19.810,1086.000,68.050,5.000
3280,Hyundai,2016,425000,50000,Petrol,Individual,Manual,1,19.810,1086.000,68.050,5.000
3281,Hyundai,2015,350000,20000,Petrol,Individual,Manual,1,19.810,1086.000,68.050,5.000
3282,Hyundai,2009,200000,53000,Petrol,Individual,Manual,2,20.360,1197.000,78.900,5.000
3283,Hyundai,2013,291000,37000,Petrol,Dealer,Manual,1,20.360,1197.000,78.900,5.000
3284,Hyundai,2010,258000,59734,Petrol,Dealer,Automatic,1,16.950,1197.000,78.900,5.000
3285,Hyundai,2013,290000,50000,Petrol,Individual,Automatic,1,16.950,1197.000,78.900,5.000
3286,Hyundai,2011,265000,20000,Petrol,Individual,Automatic,1,16.950,1197.000,78.900,5.000
3287,Hyundai,2010,196000,110000,Petrol,Individual,Automatic,3,16.950,1197.000,78.900,5.000
3288,Hyundai,2011,272000,40736,Petrol,Dealer,Automatic,1,16.950,1197.000,78.900,5.000
3289,Hyundai,2011,340000,60000,Petrol,Individual,Automatic,3,16.950,1197.000,78.900,5.000
3290,Hyundai,2009,170000,90000,Petrol,Individual,Manual,2,20.360,1197.000,78.900,5.000
3291,Hyundai,2009,199000,70000,Petrol,Individual,Manual,2,20.360,1197.000,78.900,5.000
3292,Hyundai,2011,220000,70000,Petrol,Individual,Manual,3,20.360,1197.000,78.900,5.000
3293,Hyundai,2012,300000,45000,Petrol,Individual,Manual,1,20.360,1197.000,78.900,5.000
3294,Hyundai,2010,300000,70000,Petrol,Individual,Manual,1,17.000,1197.000,80.000,5.000
3295,Hyundai,2010,254999,80000,Petrol,Individual,Manual,4,17.000,1197.000,80.000,5.000
3296,Hyundai,2018,700000,6000,Petrol,Individual,Manual,1,18.600,1197.000,81.830,5.000
3297,Hyundai,2017,610000,40000,Petrol,Individual,Manual,1,18.600,1197.000,81.830,5.000
3299,Hyundai,2018,700000,30000,Petrol,Individual,Manual,2,18.600,1197.000,81.830,5.000
3300,Hyundai,2011,300000,138000,Petrol,Individual,Manual,3,17.000,1197.000,80.000,5.000
3301,Hyundai,2017,730000,37333,Petrol,Individual,Manual,1,18.600,1197.000,81.830,5.000
3302,Hyundai,2010,250000,60000,Petrol,Individual,Manual,1,17.000,1197.000,80.000,5.000
3303,Hyundai,2011,220000,220000,Petrol,Individual,Manual,4,17.000,1197.000,80.000,5.000
3304,Hyundai,2017,620000,25000,Petrol,Individual,Manual,1,18.600,1197.000,81.830,5.000
3305,Hyundai,2019,721000,9400,Petrol,Dealer,Manual,1,18.600,1197.000,81.830,5.000
3306,Hyundai,2017,650000,30000,Petrol,Individual,Manual,1,18.600,1197.000,81.830,5.000
3307,Hyundai,2018,710000,42000,Petrol,Individual,Manual,1,18.600,1197.000,81.830,5.000
3309,Hyundai,2018,730000,2388,Petrol,Individual,Manual,1,18.600,1197.000,81.830,5.000
3310,Hyundai,2018,740000,8000,Petrol,Individual,Manual,1,18.600,1197.000,81.830,5.000
3311,Hyundai,2018,600000,40000,Petrol,Individual,Manual,1,18.600,1197.000,81.830,5.000
3313,Hyundai,2018,801000,20000,Petrol,Individual,Manual,1,18.600,1197.000,81.830,5.000
3314,Hyundai,2017,650000,8000,Petrol,Individual,Manual,1,18.600,1197.000,81.830,5.000
3315,Hyundai,2018,700000,30000,Petrol,Individual,Manual,1,18.600,1197.000,81.830,5.000
3316,Hyundai,2017,650000,40000,Petrol,Individual,Manual,1,18.600,1197.000,81.830,5.000
3317,Hyundai,2017,700000,30000,Petrol,Individual,Manual,1,18.600,1197.000,81.830,5.000
3319,Hyundai,2017,690000,20000,Petrol,Individual,Manual,1,18.600,1197.000,81.830,5.000
3320,Hyundai,2017,630000,30000,Petrol,Individual,Manual,1,18.600,1197.000,81.830,5.000
3321,Hyundai,2017,630000,25000,Petrol,Individual,Manual,2,18.600,1197.000,81.830,5.000
3324,Hyundai,2012,320000,100000,Petrol,Individual,Manual,2,18.500,1197.000,80.000,5.000
3325,Hyundai,2011,350000,98000,Petrol,Individual,Manual,1,18.500,1197.000,80.000,5.000
3326,Hyundai,2012,265000,100000,Petrol,Individual,Manual,2,18.500,1197.000,80.000,5.000
3327,Hyundai,2011,220000,70000,Petrol,Individual,Manual,1,18.500,1197.000,80.000,5.000
3328,Hyundai,2012,320000,51856,Petrol,Dealer,Manual,3,18.500,1197.000,80.000,5.000
3329,Hyundai,2017,570000,30000,Petrol,Individual,Manual,1,18.600,1197.000,81.830,5.000
3330,Hyundai,2018,555000,25000,Petrol,Individual,Manual,2,18.600,1197.000,81.830,5.000
3331,Hyundai,2018,650000,62841,Petrol,Trustmark Dealer,Manual,1,18.600,1197.000,81.830,5.000
3332,Hyundai,2017,570000,15000,Petrol,Individual,Manual,2,18.600,1197.000,81.830,5.000
3333,Hyundai,2017,575000,19000,Petrol,Individual,Manual,1,18.600,1197.000,81.830,5.000
3334,Hyundai,2017,450000,70000,Petrol,Individual,Manual,1,18.600,1197.000,81.830,5.000
3335,Hyundai,2014,415000,72000,Petrol,Dealer,Manual,1,18.600,1197.000,81.830,5.000
3336,Hyundai,2012,275000,93000,Petrol,Individual,Manual,2,17.000,1197.000,80.000,5.000
3337,Hyundai,2011,315000,80000,Petrol,Individual,Manual,1,17.000,1197.000,80.000,5.000
3338,Hyundai,2012,350000,35000,Petrol,Individual,Manual,1,17.000,1197.000,80.000,5.000
3339,Hyundai,2011,300000,45000,Petrol,Individual,Manual,1,17.000,1197.000,80.000,5.000
3340,Hyundai,2011,290000,90000,Petrol,Individual,Manual,3,17.000,1197.000,80.000,5.000
3341,Hyundai,2013,425000,23000,Petrol,Dealer,Manual,1,17.000,1197.000,80.000,5.000
3342,Hyundai,2014,440000,62200,Petrol,Dealer,Manual,1,17.000,1197.000,80.000,5.000
3344,Hyundai,2018,570000,25000,Petrol,Individual,Manual,1,18.600,1197.000,81.830,5.000
3345,Hyundai,2017,550000,50000,Petrol,Individual,Manual,1,18.600,1197.000,81.830,5.000
3346,Hyundai,2017,645000,20000,Petrol,Individual,Manual,1,18.600,1197.000,81.830,5.000
3347,Hyundai,2018,610000,15000,Petrol,Individual,Manual,1,18.600,1197.000,81.830,5.000
3348,Hyundai,2017,650000,20000,Petrol,Individual,Manual,1,18.600,1197.000,81.830,5.000
3350,Hyundai,2017,640000,22512,Petrol,Individual,Manual,1,18.600,1197.000,81.830,5.000
3351,Hyundai,2018,600000,40000,Petrol,Individual,Manual,1,18.600,1197.000,81.830,5.000
3352,Hyundai,2017,563000,30000,Petrol,Individual,Manual,2,18.600,1197.000,81.830,5.000
3353,Hyundai,2018,655000,19500,Petrol,Individual,Manual,1,18.600,1197.000,81.830,5.000
3354,Hyundai,2018,650000,15000,Petrol,Individual,Manual,1,18.600,1197.000,81.830,5.000
3355,Hyundai,2018,655000,20000,Petrol,Individual,Manual,1,18.600,1197.000,81.830,5.000
3357,Hyundai,2018,799000,60000,Diesel,Individual,Manual,2,22.540,1396.000,88.730,5.000
3358,Hyundai,2017,750000,43000,Diesel,Dealer,Manual,1,22.540,1396.000,88.730,5.000
3359,Hyundai,2009,360000,60000,Petrol,Individual,Automatic,2,15.000,1396.000,100.000,5.000
3360,Hyundai,2017,750000,27000,Diesel,Individual,Manual,1,22.540,1396.000,88.730,5.000
3361,Hyundai,2017,725000,110000,Diesel,Individual,Manual,1,22.540,1396.000,88.730,5.000
3362,Hyundai,2017,850000,63186,Diesel,Individual,Manual,1,22.540,1396.000,88.730,5.000
3363,Hyundai,2017,670000,48000,Diesel,Individual,Manual,1,22.540,1396.000,88.730,5.000
3364,Hyundai,2018,825000,71500,Diesel,Dealer,Manual,1,22.540,1396.000,88.730,5.000
3365,Hyundai,2018,850000,50000,Diesel,Individual,Manual,1,22.540,1396.000,88.730,5.000
3366,Hyundai,2018,800000,30000,Diesel,Individual,Manual,1,22.540,1396.000,88.730,5.000
3367,Hyundai,2017,700000,70000,Diesel,Individual,Manual,1,22.540,1396.000,88.730,5.000
3369,Hyundai,2017,850000,54000,Diesel,Individual,Manual,1,22.540,1396.000,88.730,5.000
3370,Hyundai,2012,500000,53000,Diesel,Individual,Manual,2,23.000,1396.000,90.000,5.000
3371,Hyundai,2011,220000,120000,Diesel,Individual,Manual,2,23.000,1396.000,90.000,5.000
3372,Hyundai,2010,215000,120000,Diesel,Individual,Manual,3,23.000,1396.000,90.000,5.000
3373,Hyundai,2011,350000,90000,Diesel,Individual,Manual,3,23.000,1396.000,90.000,5.000
3374,Hyundai,2012,350000,110000,Diesel,Individual,Manual,3,23.000,1396.000,90.000,5.000
3375,Hyundai,2011,350000,100000,Diesel,Individual,Manual,2,23.000,1396.000,90.000,5.000
3376,Hyundai,2011,395000,75500,Diesel,Individual,Manual,2,23.000,1396.000,90.000,5.000
3377,Hyundai,2011,380000,150000,Diesel,Individual,Manual,4,23.000,1396.000,90.000,5.000
3378,Hyundai,2011,270000,125000,Diesel,Individual,Manual,1,23.000,1396.000,90.000,5.000
3379,Hyundai,2011,280000,100000,Diesel,Individual,Manual,2,23.000,1396.000,90.000,5.000
3380,Hyundai,2011,320000,155000,Diesel,Individual,Manual,1,23.000,1396.000,90.000,5.000
3381,Hyundai,2012,300000,120000,Diesel,Individual,Manual,2,23.000,1396.000,90.000,5.000
3382,Hyundai,2012,330000,90000,Diesel,Individual,Manual,1,23.000,1396.000,90.000,5.000
3383,Hyundai,2012,321000,100000,Diesel,Individual,Manual,2,23.000,1396.000,90.000,5.000
3384,Hyundai,2012,254999,90000,Diesel,Individual,Manual,1,23.000,1396.000,90.000,5.000
3385,Hyundai,2010,350000,90000,Diesel,Individual,Manual,2,23.000,1396.000,90.000,5.000
3387,Hyundai,2012,320000,107825,Diesel,Individual,Manual,2,21.900,1396.000,90.000,5.000
3388,Hyundai,2017,675000,25471,Diesel,Dealer,Manual,1,21.900,1396.000,90.000,5.000
3389,Hyundai,2012,290000,100000,Diesel,Individual,Manual,2,21.900,1396.000,90.000,5.000
3390,Hyundai,2011,320000,70000,Diesel,Individual,Manual,2,21.900,1396.000,90.000,5.000
3391,Hyundai,2011,340000,80000,Diesel,Individual,Manual,2,21.900,1396.000,90.000,5.000
3392,Hyundai,2011,350000,93000,Diesel,Individual,Manual,2,21.900,1396.000,90.000,5.000
3393,Hyundai,2011,270000,105000,Diesel,Individual,Manual,2,21.900,1396.000,90.000,5.000
3394,Hyundai,2011,350000,116500,Diesel,Individual,Manual,1,23.000,1396.000,90.000,5.000
3395,Hyundai,2011,470000,89000,Diesel,Individual,Manual,1,23.000,1396.000,90.000,5.000
3396,Hyundai,2010,285000,80000,Diesel,Individual,Manual,2,23.000,1396.000,90.000,5.000
3397,Hyundai,2011,250000,120000,Diesel,Individual,Manual,3,23.000,1396.000,90.000,5.000
3399,Hyundai,2012,350000,110000,Diesel,Individual,Manual,1,23.000,1396.000,90.000,5.000
3400,Hyundai,2012,330000,40000,Diesel,Individual,Manual,2,23.000,1396.000,90.000,5.000
3401,Hyundai,2011,350000,50000,Diesel,Individual,Manual,1,23.000,1396.000,90.000,5.000
3403,Hyundai,2018,700000,42000,Petrol,Individual,Automatic,1,18.600,1368.000,98.630,5.000
3404,Hyundai,2018,671000,20000,Petrol,Individual,Automatic,1,18.600,1368.000,98.630,5.000
3405,Hyundai,2018,780000,35000,Diesel,Individual,Manual,1,22.540,1396.000,88.730,5.000
3406,Hyundai,2017,650000,32331,Diesel,Individual,Manual,2,22.540,1396.000,88.730,5.000
3407,Hyundai,2017,670000,80000,Diesel,Individual,Manual,1,22.540,1396.000,88.730,5.000
3408,Hyundai,2017,700000,40000,Diesel,Individual,Manual,1,22.540,1396.000,88.730,5.000
3410,Hyundai,2017,600000,60000,Diesel,Individual,Manual,1,22.540,1396.000,88.730,5.000
3411,Hyundai,2016,630000,50000,Petrol,Individual,Manual,1,18.600,1197.000,81.830,5.000
3412,Hyundai,2016,680000,100000,Diesel,Individual,Manual,1,22.540,1396.000,88.730,5.000
3413,Hyundai,2017,800000,39000,Diesel,Individual,Manual,1,22.540,1396.000,88.730,5.000
3414,Hyundai,2017,731000,40000,Diesel,Individual,Manual,1,22.540,1396.000,88.730,5.000
3415,Hyundai,2016,611000,77000,Diesel,Individual,Manual,1,22.540,1396.000,88.730,5.000
3416,Hyundai,2017,650000,22200,Diesel,Individual,Manual,1,22.540,1396.000,88.730,5.000
3417,Hyundai,2017,800000,14000,Diesel,Individual,Manual,1,22.540,1396.000,88.730,5.000
3419,Hyundai,2016,650000,29000,Petrol,Individual,Manual,1,18.600,1197.000,81.830,5.000
3420,Hyundai,2017,750000,40000,Diesel,Individual,Manual,2,22.540,1396.000,88.730,5.000
3421,Hyundai,2016,725000,120000,Diesel,Individual,Manual,1,22.540,1396.000,88.730,5.000
3422,Hyundai,2016,875000,40000,Diesel,Individual,Manual,1,22.540,1396.000,88.730,5.000
3423,Hyundai,2016,780000,35000,Diesel,Individual,Manual,1,22.540,1396.000,88.730,5.000
3424,Hyundai,2017,780000,28000,Diesel,Individual,Manual,1,22.540,1396.000,88.730,5.000
3425,Hyundai,2016,520000,29000,Petrol,Individual,Manual,1,18.600,1197.000,81.830,5.000
3426,Hyundai,2017,600000,30000,Petrol,Individual,Manual,1,18.600,1197.000,81.830,5.000
3428,Hyundai,2016,550000,40000,Petrol,Individual,Manual,1,18.600,1197.000,81.830,5.000
3429,Hyundai,2017,570000,28782,Petrol,Dealer,Manual,1,18.600,1197.000,81.830,5.000
3430,Hyundai,2017,575000,70000,Diesel,Individual,Manual,2,22.540,1396.000,88.730,5.000
3431,Hyundai,2016,650000,10000,Diesel,Individual,Manual,1,22.540,1396.000,88.730,5.000
3432,Hyundai,2016,500000,40000,Petrol,Individual,Manual,1,18.600,1197.000,81.830,5.000
3433,Hyundai,2017,440000,50000,Petrol,Individual,Manual,2,18.600,1197.000,81.830,5.000
3434,Hyundai,2017,625000,23511,Petrol,Individual,Manual,1,18.600,1197.000,81.830,5.000
3435,Hyundai,2017,675000,5000,Petrol,Individual,Manual,1,18.600,1197.000,81.830,5.000
3436,Hyundai,2017,666000,13000,Petrol,Individual,Manual,1,18.600,1197.000,81.830,5.000
3437,Hyundai,2017,575000,50000,Diesel,Individual,Manual,1,22.540,1396.000,88.730,5.000
3438,Hyundai,2017,680000,80000,Diesel,Individual,Manual,1,22.540,1396.000,88.730,5.000
3439,Hyundai,2017,650000,60000,Diesel,Individual,Manual,1,22.540,1396.000,88.730,5.000
3440,Hyundai,2014,484999,70100,Diesel,Dealer,Manual,1,22.540,1396.000,88.730,5.000
3441,Hyundai,2015,480000,60000,Petrol,Individual,Manual,1,18.600,1197.000,81.830,5.000
3442,Hyundai,2012,415000,82082,Diesel,Dealer,Manual,1,22.540,1396.000,88.730,5.000
3443,Hyundai,2015,650000,70000,Diesel,Individual,Manual,1,22.540,1396.000,88.730,5.000
3444,Hyundai,2015,525000,50000,Petrol,Individual,Manual,1,17.190,1197.000,81.860,5.000
3445,Hyundai,2018,530000,52000,Petrol,Individual,Manual,1,17.190,1197.000,81.860,5.000
3446,Hyundai,2015,500000,58000,Petrol,Individual,Manual,1,17.190,1197.000,81.860,5.000
3447,Hyundai,2015,650000,50000,Petrol,Individual,Manual,1,17.190,1197.000,81.860,5.000
3448,Hyundai,2017,600000,15000,Petrol,Individual,Manual,1,17.190,1197.000,81.860,5.000
3449,Hyundai,2015,590000,70000,Petrol,Individual,Manual,3,17.190,1197.000,81.860,5.000
3450,Hyundai,2016,600000,25000,Petrol,Individual,Manual,1,17.190,1197.000,81.860,5.000
3451,Hyundai,2017,600000,19000,Petrol,Individual,Manual,1,17.190,1197.000,81.860,5.000
3452,Hyundai,2017,550000,40000,Petrol,Individual,Manual,1,17.190,1197.000,81.860,5.000
3453,Hyundai,2015,500000,36000,Petrol,Individual,Manual,1,17.190,1197.000,81.860,5.000
3454,Hyundai,2017,650000,80000,Petrol,Individual,Manual,2,17.190,1197.000,81.860,5.000
3455,Hyundai,2018,620000,38426,Petrol,Individual,Manual,1,17.190,1197.000,81.860,5.000
3456,Hyundai,2016,600000,25000,Petrol,Individual,Manual,1,17.190,1197.000,81.860,5.000
3457,Hyundai,2016,530000,120000,Petrol,Individual,Manual,2,17.190,1197.000,81.860,5.000
3458,Hyundai,2015,500000,126000,Diesel,Individual,Manual,1,21.190,1396.000,88.730,5.000
